gene	gene_name	annotation	n_genomes	n_total	pct	classification	seq_length
trpA	trpA;	Tryptophan synthase alpha chain;hypothetical protein	97	97	100.0	core	762
trpB_2~~~trpB_1~~~trpB	trpB_2;trpB_1;trpB	Tryptophan synthase beta chain	97	97	100.0	core	1263
trpF	trpF	N-(5'-phosphoribosyl)anthranilate isomerase	97	97	100.0	core	627
trpR	trpR	Trp operon repressor	97	97	100.0	core	285
trpS	trpS	Tryptophan--tRNA ligase	97	97	100.0	core	1041
truA	truA	tRNA pseudouridine synthase A	97	97	100.0	core	804
truB	;truB	hypothetical protein;tRNA pseudouridine synthase B	97	97	100.0	core	726
trxA	trxA	Thioredoxin	97	97	100.0	core	309
trxB	trxB	Thioredoxin reductase	97	97	100.0	core	1074
tsaC	tsaC	Threonylcarbamoyl-AMP synthase	97	97	100.0	core	846
tsaD	tsaD	tRNA N6-adenosine threonylcarbamoyltransferase	97	97	100.0	core	1017
tsf	tsf	Elongation factor Ts	97	97	100.0	core	927
ttcA	ttcA	tRNA-cytidine(32) 2-sulfurtransferase	97	97	100.0	core	765
tuf	tuf	Elongation factor Tu	97	97	100.0	core	1185
tyrB	tyrB	Tyrosine aminotransferase	97	97	100.0	core	1203
tyrP_1	tyrP_1	Tyrosine-specific transport protein	97	97	100.0	core	1224
tyrP_2~~~tyrP_3	tyrP_2;;tyrP_3	Tyrosine-specific transport protein;hypothetical protein	97	97	100.0	core	1194
tyrS	tyrS	Tyrosine--tRNA ligase	97	97	100.0	core	1239
ubiX	ubiX	Flavin prenyltransferase UbiX	97	97	100.0	core	579
uhpC	uhpC	Membrane sensor protein UhpC	97	97	100.0	core	1371
ung	ung	Uracil-DNA glycosylase	97	97	100.0	core	690
uppS	uppS	Isoprenyl transferase	97	97	100.0	core	762
uvrA	;uvrA	hypothetical protein;UvrABC system protein A	97	97	100.0	core	5361
uvrB	uvrB	UvrABC system protein B	97	97	100.0	core	2007
uvrC	uvrC	UvrABC system protein C	97	97	100.0	core	1797
valS	valS	Valine--tRNA ligase	97	97	100.0	core	2820
waaA	waaA	3-deoxy-D-manno-octulosonic acid transferase	97	97	100.0	core	1296
xerC	xerC	Tyrosine recombinase XerC	97	97	100.0	core	948
xerD	xerD	Tyrosine recombinase XerD	97	97	100.0	core	963
xseA	xseA	Exodeoxyribonuclease 7 large subunit	97	97	100.0	core	1551
xseB	xseB	Exodeoxyribonuclease 7 small subunit	97	97	100.0	core	219
ybaB	ybaB	Nucleoid-associated protein YbaB	97	97	100.0	core	291
ybeY	ybeY	Endoribonuclease YbeY	97	97	100.0	core	486
ybhL	ybhL	Inner membrane protein YbhL	97	97	100.0	core	717
ybiT	ybiT	putative ABC transporter ATP-binding protein YbiT	97	97	100.0	core	1590
ychF	ychF	Ribosome-binding ATPase YchF	97	97	100.0	core	1095
yecS	yecS	L-cystine transport system permease protein YecS	97	97	100.0	core	645
yflS	yflS	Putative malate transporter YflS	97	97	100.0	core	1416
yidC	yidC	Membrane protein insertase YidC	97	97	100.0	core	2358
yocK	yocK	General stress protein 16O	97	97	100.0	core	375
yqgF	yqgF	Putative pre-16S rRNA nuclease	97	97	100.0	core	447
yscL	yscL	Yop proteins translocation protein L	97	97	100.0	core	672
yscN_2~~~yscN_1~~~yscN	yscN_2;yscN_1;yscN	putative ATP synthase YscN	97	97	100.0	core	1329
yscU	yscU	Yop proteins translocation protein U	97	97	100.0	core	1083
ytfF	ytfF	Inner membrane protein YtfF	97	97	100.0	core	1026
yycJ	yycJ	Putative metallo-hydrolase YycJ	97	97	100.0	core	789
znuC	znuC	High-affinity zinc uptake system ATP-binding protein ZnuC	97	97	100.0	core	711
zwf	zwf	Glucose-6-phosphate 1-dehydrogenase	97	97	100.0	core	1524
group_368		hypothetical protein	96	97	99.0	soft-core	600
group_224		hypothetical protein	95	97	97.9	soft-core	447
group_276		hypothetical protein	94	97	96.9	soft-core	186
group_372		hypothetical protein	94	97	96.9	soft-core	585
group_37		hypothetical protein	93	97	95.9	soft-core	1098
group_371		hypothetical protein	93	97	95.9	soft-core	933
group_29		hypothetical protein	71	97	73.2	shell	744
group_36		hypothetical protein	71	97	73.2	shell	1167
group_38		hypothetical protein	71	97	73.2	shell	1332
toxB	;toxB	hypothetical protein;Toxin B	71	97	73.2	shell	2169
yidD	yidD	Putative membrane protein insertion efficiency factor	68	97	70.1	shell	315
group_362		hypothetical protein	64	97	66.0	shell	192
group_319		hypothetical protein	56	97	57.7	shell	189
dnaB	dnaB	Replicative DNA helicase	29	97	29.9	shell	1356
group_375		hypothetical protein	29	97	29.9	shell	1065
group_376		hypothetical protein	29	97	29.9	shell	744
group_377		hypothetical protein	29	97	29.9	shell	909
group_378		Virulence plasmid protein pGP3-D	29	97	29.9	shell	795
group_379		hypothetical protein	29	97	29.9	shell	309
soj_2	;soj_2	hypothetical protein;Sporulation initiation inhibitor protein Soj	29	97	29.9	shell	795
xerC_2	xerC_2	Tyrosine recombinase XerC	29	97	29.9	shell	993
group_39		hypothetical protein	28	97	28.9	shell	1923
group_269		hypothetical protein	26	97	26.8	shell	249
group_266		hypothetical protein	22	97	22.7	shell	255
group_374		hypothetical protein	17	97	17.5	shell	1131
group_41		hypothetical protein	17	97	17.5	shell	1725
group_280		hypothetical protein	15	97	15.5	shell	165
group_326		hypothetical protein	12	97	12.4	cloud	960
group_238		hypothetical protein	1	97	1.0	cloud	399
pmpF_2	pmpF_2	putative outer membrane protein PmpF	1	97	1.0	cloud	588
