accession	paired_genbank	assembly_name	organism_name	strain	isolate	serovar	biosample	bioproject	bioproject_all	bioproject_titles	submitter	release_date	sequencing_tech	assembly_method	assembly_level	assembly_status	source_database	total_length	gc_percent	n_contigs	n_chromosomes	collection_date	geo_loc_name	host	isolation_source	host_disease	ani_status	ani_match	checkm_completeness	checkm_contamination	biosample_text	tier	auto_verdict	weak_notes
GCF_001183825.1	GCA_001183825.1	ASM118382v1	Chlamydia trachomatis	F/CS847/08			SAMN03290797	PRJNA234355	PRJNA234355	Laboratory adaptation of Chlamydia trachomatis	National Institute of Health, Portugal	2015-07-21	Illumina	Bowtie2 v. 2.1.0; BWA v. 0.7.5.a	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1050553	41.5	2	2	2008	Portugal:Lisbon	Homo sapiens	missing	missing	OK	species_match	98.77	2.22	strain=F/CS847/08; collected_by=National Institute of Health; collection_date=2008; geo_loc_name=Portugal:Lisbon; host=Homo sapiens; host_disease=missing; isolation_source=missing; lat_lon=not applicable; title=Laboratory adaptation of Chlamydia trachomatis - strain F/CS847/08; comments=Source bacteria/DNA is available from National Institute of Heath, Portugal; Av. Padre Cruz, 1649-016 Lisbon, Portugal; Address correspondence to Joao P. Gomes (j.paulo.gomes@insa.min-saude.pt) The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	quality_review	REVIEW	
GCF_001183845.1	GCA_001183845.1	ASM118384v1	Chlamydia trachomatis	Ia/CS190/96			SAMN03290798	PRJNA234355	PRJNA234355	Laboratory adaptation of Chlamydia trachomatis	National Institute of Health, Portugal	2015-07-21	Illumina	Bowtie2 v. 2.1.0; BWA v. 0.7.5.a	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1049505	41.5	2	2	1996	Portugal:Lisbon	Homo sapiens	missing	missing	OK	species_match	99.02	2.22	strain=Ia/CS190/96; collected_by=National Institute of Health; collection_date=1996; geo_loc_name=Portugal:Lisbon; host=Homo sapiens; host_disease=missing; isolation_source=missing; lat_lon=not applicable; title=Laboratory adaptation of Chlamydia trachomatis - strain Ia/CS190/96; comments=Source bacteria/DNA is available from National Institute of Heath, Portugal; Av. Padre Cruz, 1649-016 Lisbon, Portugal; Address correspondence to Joao P. Gomes (j.paulo.gomes@insa.min-saude.pt) The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	quality_review	REVIEW	
GCF_001655335.1	GCA_001655335.1	ASM165533v1	Chlamydia trachomatis	E-103			SAMN04590078	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1050521	41.5	2	2	1990	Germany: Jena	Homo sapiens	Patient sample	Chlamydial Infection	OK	species_match	98.6	2.22	strain=E-103; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Patient sample; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001655375.1	GCA_001655375.1	ASM165537v1	Chlamydia trachomatis	E-160			SAMN04590080	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1050509	41.5	2	2	1990	Germany: Jena	Homo sapiens	Patient sample	Chlamydial Infection	OK	species_match	98.67	2.22	strain=E-160; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Patient sample; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001655415.1	GCA_001655415.1	ASM165541v1	Chlamydia trachomatis	E-547			SAMN04590083	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1050505	41.5	2	2	1990	Germany: Jena	Homo sapiens	Patient sample	Chlamydial Infection	OK	species_match	98.67	2.22	strain=E-547; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Patient sample; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001655455.1	GCA_001655455.1	ASM165545v1	Chlamydia trachomatis	E-8873			SAMN04590085	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1050210	41.5	2	2	1990	Germany: Jena	Homo sapiens	Patient sample	Chlamydial Infection	OK	species_match	98.86	2.22	strain=E-8873; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Patient sample; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001655495.1	GCA_001655495.1	ASM165549v1	Chlamydia trachomatis	E-32931			SAMN04590087	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1056419	41.5	2	2	1990	Germany: Jena	Homo sapiens	Patient sample	Chlamydial Infection	OK	species_match	98.67	2.22	strain=E-32931; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Patient sample; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001655535.1	GCA_001655535.1	ASM165553v1	Chlamydia trachomatis	E-DK-20			SAMN04590089	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1055535	41.5	2	2	1990	Germany: Jena	Homo sapiens	Lab strain	Chlamydial Infection	OK	species_match	98.77	2.22	strain=E-DK-20; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Lab strain; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001655575.1	GCA_001655575.1	ASM165557v1	Chlamydia trachomatis	F-6068			SAMN04590091	PRJNA316787	PRJNA316787	Re-sequencing of Chlamydia trachomatis E and F strains	CHI: Chlamydien-Wirtszell-Interaktion	2016-06-03	Illumina	AMOScmp v. 3.1.0; MaSuRCA v. 2.3.0rc1; SPAdes v. 3.1.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1050231	41.5	2	2	1990	Germany: Jena	Homo sapiens	Patient sample	Chlamydial Infection	OK	species_match	98.86	2.22	strain=F-6068; collected_by=Juergen Roedel, Eberhard Straube; collection_date=1990; geo_loc_name=Germany: Jena; host=Homo sapiens; host_disease=Chlamydial Infection; isolation_source=Patient sample; lat_lon=50.9296848 N 11.57917950 E; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	REVIEW	
GCF_001885175.1	GCA_001885175.1	ASM188517v1	Chlamydia trachomatis	QH111L			SAMN05991867	PRJNA352770	PRJNA352770	Chlamydia trachomatis Genome sequencing and assembly	Beijing Institute of Microbiology and Epidemiology	2016-11-22	Illumina HiSeq	Edena v. v3	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1033342	41	2	2	2015-05	China: Qinghai	Homo sapiens	missing	trachoma	OK	species_match	91.61	2.22	strain=QH111L; collected_by=Beijing Tongren Hospital; collection_date=2015-05; geo_loc_name=China: Qinghai; host=Homo sapiens; host_disease=trachoma; isolation_source=missing; lat_lon=35.76 N 102.28 E; genotype=B; host_age=11; host_sex=male; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=Bacteria and source DNA available from Lihua Song. The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	
GCF_002776745.1	GCA_002776745.1	ASM277674v1	Chlamydia trachomatis	SQ32		D-	SAMN05870231	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1047716	41.5	1	1	1995	USA: Seattle, WA	Homo sapiens			OK	species_match	98.78	2.22	strain=SQ32; collection_date=1995; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 1; serovar=D-; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002776795.1	GCA_002776795.1	ASM277679v1	Chlamydia trachomatis	SQ29		D-	SAMN05870230	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1047716	41.5	1	1	1991-10	USA: Seattle, WA	Homo sapiens			OK	species_match	98.78	2.22	strain=SQ29; collection_date=1991-10; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 1; serovar=D-; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002776845.1	GCA_002776845.1	ASM277684v1	Chlamydia trachomatis	SQ20		H	SAMN05870245	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048530	41.5	1	1	1991-06	USA: Seattle, WA	Homo sapiens			OK	species_match	99.02	2.22	strain=SQ20; collection_date=1991-06; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 7; serovar=H; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002776885.1	GCA_002776885.1	ASM277688v1	Chlamydia trachomatis	SQ24		H	SAMN05870246	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048538	41.5	1	1	1993	USA: Seattle, WA	Homo sapiens			OK	species_match	99.02	2.22	strain=SQ24; collection_date=1993; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 7; serovar=H; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002776955.1	GCA_002776955.1	ASM277695v1	Chlamydia trachomatis	SQ09		Ia	SAMN05870239	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042567	41.5	1	1	1992-07	USA: Seattle, WA	Homo sapiens			OK	species_match	98.83	1.73	strain=SQ09; collection_date=1992-07; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 5; serovar=Ia; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002776975.1	GCA_002776975.1	ASM277697v1	Chlamydia trachomatis	SQ10		Ia	SAMN05870240	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042575	41.5	1	1	1993	USA: Seattle, WA	Homo sapiens			OK	species_match	98.83	1.73	strain=SQ10; collection_date=1993; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 5; serovar=Ia; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002776995.1	GCA_002776995.1	ASM277699v1	Chlamydia trachomatis	SQ12		Ia	SAMN05870241	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042577	41.5	1	1	1995	USA: Seattle, WA	Homo sapiens			OK	species_match	98.79	1.73	strain=SQ12; collection_date=1995; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 5; serovar=Ia; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Source bacteria available from Robert Suchland, University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777015.1	GCA_002777015.1	ASM277701v1	Chlamydia trachomatis	SQ14		Ia	SAMN05870242	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042578	41.5	1	1	1996	USA: Seattle, WA	Homo sapiens			OK	species_match	98.83	1.73	strain=SQ14; collection_date=1996; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 5; serovar=Ia; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777035.1	GCA_002777035.1	ASM277703v1	Chlamydia trachomatis	SQ01		J	SAMN05870232	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048696	41.5	1	1	1995-04	USA: Seattle, WA	Homo sapiens			OK	species_match	98.93	1.73	strain=SQ01; collection_date=1995-04; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 2; serovar=J; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777055.1	GCA_002777055.1	ASM277705v1	Chlamydia trachomatis	SQ02		J	SAMN05870233	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048696	41.5	1	1	1996	USA: Seattle, WA	Homo sapiens			OK	species_match	98.93	1.73	strain=SQ02; collection_date=1996; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 2; serovar=J; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777075.1	GCA_002777075.1	ASM277707v1	Chlamydia trachomatis	SQ05		J	SAMN05870234	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048696	41.5	1	1	1998	USA: Seattle, WA	Homo sapiens			OK	species_match	98.93	1.73	strain=SQ05; collection_date=1998; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 2; serovar=J; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777095.1	GCA_002777095.1	ASM277709v1	Chlamydia trachomatis	SQ25		Ja	SAMN05870235	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1043246	41.5	1	1	1992-02	USA: Seattle, WA	Homo sapiens			OK	species_match	98.4	2.22	strain=SQ25; collection_date=1992-02; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 3; serovar=Ja; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777135.1	GCA_002777135.1	ASM277713v1	Chlamydia trachomatis	SQ15		K	SAMN05870243	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048307	41.5	1	1	1986-12	USA: Seattle, WA	Homo sapiens			OK	species_match	98.86	1.73	strain=SQ15; collection_date=1986-12; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 6; serovar=K; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_002777155.1	GCA_002777155.1	ASM277715v1	Chlamydia trachomatis	SQ19		K	SAMN05870244	PRJNA338746	PRJNA338746	Same-patient Chlamydia trachoma's genome sequences	Oregon State University	2017-11-16	Illumina Hiseq 2000	Geneious v. 7.1.7	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1048306	41.5	1	1	1989	USA: Seattle, WA	Homo sapiens			OK	species_match	98.86	1.73	strain=SQ19; collection_date=1989; env_broad_scale=Human genital epithelium; env_local_scale=vaginal; env_medium=epithelial cells; geo_loc_name=USA: Seattle, WA; host=Homo sapiens; isol_growth_condt=missing; lat_lon=missing; num_replicons=not applicable; ref_biomaterial=missing; host_sex=female; host_subject_id=Patient 6; serovar=K; title=MIGS Cultured Bacterial/Archaeal sample from Chlamydia trachomatis; comments=Sourc bacteria available from Robert Suchland at the University of Washington The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	dominant_bioproject (14/125)
GCF_025723025.1	GCA_025723025.1	ASM2572302v1	Chlamydia trachomatis	L2f			SAMN31133397	PRJNA886480	PRJNA886480	Chlamydia trachomatis strain:ST44 Genome sequencing	Policlinico Sant'Orsola-Malpighi	2022-10-17	Illumina iSeq; Oxford Nanopore MinION	Unicycler v. 0.5.0	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1045668	41.5	2	2	2017-05-01	Italy	Homo sapiens	Rectal swab	Chlamydia infection	OK	species_match	98.93	1.73	collected_by=Policlinico Sant'Orsola-Malpighi; collection_date=2017-05-01; geo_loc_name=Italy; host=Homo sapiens; host_disease=Chlamydia infection; isolation_source=Rectal swab; lat_lon=44.4912 N 11.3615 E; strain=L2f; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis; comments=Bacteria and source DNA available from Policlinico Sant'Orsola-Malpighi, Via Giuseppe Massarenti, 9, 40138 Bologna (Italy), Microbiology Unit The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	primary	INCLUDE	
GCF_036285905.1	GCA_036285905.1	ASM3628590v1	Chlamydia trachomatis	LGV II 434			SAMN39482422	PRJNA1066129	PRJNA1066129	Bordetella pertussis strain:F Genome sequencing	Vircell S.A.	2024-01-28	Illumina MiSeq; Oxford Nanopore GridION	Flye v. 2.9.2	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1039264	41.5	1	1	2022-07-20	Spain: Granada	missing	medium McCoy infected cells		OK	species_match	98.93	1.73	collection_date=2022-07-20; geo_loc_name=Spain: Granada; sample_type=Whole organism; serotype=L2; isolation_source=medium McCoy infected cells; host=missing; strain=LGV II 434; subsrc_note=Lynfogranuloma venereum (LGV II) strain 434; title=Microbe sample from Chlamydia trachomatis; comments=Bacteria and source DNA available from Vircell S.A., Street Avicena 8, Granada 18016, Spain The annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (PGAP). Information about PGAP can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	quality_review	INCLUDE	
