gene	gene_name	annotation	n_primary_genomes	avg_copies	length	genus_any_maxgap	genus_any_n150	clinical_any_maxgap	clinical_any_n150	all_any_maxgap	all_any_n150	all_any_coords	genus_id85_maxgap	genus_id85_n150	clinical_id85_maxgap	clinical_id85_n150	all_id85_maxgap	all_id85_n150	all_id85_coords	n_species_genus	n_species_clinical
gph	gph	Phosphoglycolate phosphatase	97	1.00	675	0	0	675	1	0	0		675	1	675	1	675	1	1-675	5	0
gpmA	gpmA	23-bisphosphoglycerate-dependent phosphoglycerate mutase	97	1.00	681	0	0	681	1	0	0		681	1	681	1	681	1	1-681	10	0
gpsA	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	97	1.00	1005	0	0	1005	1	0	0		1005	1	1005	1	1005	1	1-1005	10	0
greA	greA	Transcription elongation factor GreA	97	1.00	2148	0	0	2148	1	0	0		2148	1	2148	1	2148	1	1-2148	10	0
groL_1	groL_1	60 kDa chaperonin	97	1.00	1635	0	0	7	0	0	0		0	0	1635	1	0	0		10	22
groL_2	groL_2	60 kDa chaperonin	97	1.00	1539	0	0	1539	1	0	0		1539	1	1539	1	1539	1	1-1539	2	0
groS	groS	10 kDa chaperonin	97	1.00	309	0	0	309	1	0	0		0	0	309	1	0	0		10	0
group_0		hypothetical protein	97	1.00	2508	0	0	2508	1	0	0		2508	1	2508	1	2508	1	1-2508	10	0
group_1		hypothetical protein	97	1.00	1962	0	0	1962	1	0	0		1962	1	1962	1	1962	1	1-1962	5	0
group_100		hypothetical protein	97	1.00	1182	0	0	1182	1	0	0		1182	1	1182	1	1182	1	1-1182	10	0
group_101		hypothetical protein	97	1.00	2634	0	0	2634	1	0	0		2634	1	2634	1	2634	1	1-2634	10	0
group_104		8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase	97	1.00	1134	0	0	1134	1	0	0		1134	1	1134	1	1134	1	1-1134	5	0
group_105		hypothetical protein	97	1.00	1122	0	0	1122	1	0	0		1122	1	1122	1	1122	1	1-1122	10	0
group_106		hypothetical protein	97	1.00	1110	0	0	1110	1	0	0		1110	1	1110	1	1110	1	1-1110	10	0
group_107		hypothetical protein	97	1.00	1101	0	0	1101	1	0	0		1101	1	1101	1	1101	1	1-1101	10	0
group_11		hypothetical protein	97	1.01	1179	0	0	1179	1	0	0		1179	1	1179	1	1179	1	1-1179	5	0
group_110		putative peptidase	97	1.00	1071	0	0	1071	1	0	0		1071	1	1071	1	1071	1	1-1071	10	0
group_111		hypothetical protein	97	1.00	1065	0	0	1065	1	0	0		1065	1	1065	1	1065	1	1-1065	10	0
group_112		hypothetical protein	97	1.00	1053	0	0	1053	1	0	0		1053	1	1053	1	1053	1	1-1053	10	0
group_113		hypothetical protein	97	1.00	1053	0	0	1053	1	0	0		1053	1	1053	1	1053	1	1-1053	10	0
group_114		hypothetical protein	97	1.00	1023	0	0	1023	1	0	0		1023	1	1023	1	1023	1	1-1023	10	0
group_115		hypothetical protein	97	1.00	1008	0	0	1008	1	0	0		1008	1	1008	1	1008	1	1-1008	8	0
group_116		hypothetical protein	97	1.00	1002	0	0	1002	1	0	0		1002	1	1002	1	1002	1	1-1002	10	0
group_118		hypothetical protein	97	1.00	999	0	0	999	1	0	0		999	1	999	1	999	1	1-999	9	0
group_120		hypothetical protein	97	1.00	993	0	0	993	1	0	0		993	1	993	1	993	1	1-993	5	0
group_121		hypothetical protein	97	1.00	990	0	0	990	1	0	0		990	1	990	1	990	1	1-990	10	0
group_122		hypothetical protein	97	1.00	990	0	0	990	1	0	0		936	1	990	1	936	1	1-936	9	0
group_123		hypothetical protein	97	1.00	981	0	0	981	1	0	0		981	1	981	1	981	1	1-981	10	0
group_124		hypothetical protein	97	1.00	978	0	0	978	1	0	0		1	0	978	1	1	0	978-978	10	0
group_125		hypothetical protein	97	1.00	966	0	0	966	1	0	0		966	1	966	1	966	1	1-966	10	0
group_127		hypothetical protein	97	1.00	951	0	0	951	1	0	0		951	1	951	1	951	1	1-951	10	0
group_131		hypothetical protein	97	1.00	921	0	0	921	1	0	0		921	1	921	1	921	1	1-921	10	0
group_132		hypothetical protein	97	1.00	918	0	0	918	1	0	0		918	1	918	1	918	1	1-918	9	0
group_134		hypothetical protein	97	1.00	897	0	0	897	1	0	0		897	1	897	1	897	1	1-897	10	0
group_136		hypothetical protein	97	1.00	870	0	0	870	1	0	0		870	1	870	1	870	1	1-870	10	0
group_137		hypothetical protein	97	1.00	870	0	0	870	1	0	0		0	0	870	1	0	0		10	0
group_139		hypothetical protein	97	1.00	867	0	0	867	1	0	0		867	1	867	1	867	1	1-867	10	0
group_141		putative protein CT_671	97	1.00	852	0	0	852	1	0	0		852	1	852	1	852	1	1-852	9	0
group_142		hypothetical protein	97	1.00	837	0	0	837	1	0	0		837	1	837	1	837	1	1-837	10	0
group_143		hypothetical protein	97	1.00	831	0	0	831	1	0	0		831	1	831	1	831	1	1-831	10	0
group_145		hypothetical protein	97	1.00	795	0	0	795	1	0	0		795	1	795	1	795	1	1-795	10	0
group_146		hypothetical protein	97	1.00	792	0	0	792	1	0	0		792	1	792	1	792	1	1-792	10	0
group_147		hypothetical protein	97	1.00	792	0	0	792	1	0	0		792	1	792	1	792	1	1-792	10	0
group_151		hypothetical protein	97	1.00	783	0	0	783	1	0	0		783	1	783	1	783	1	1-783	10	0
group_152		hypothetical protein	97	1.00	774	0	0	774	1	0	0		774	1	774	1	774	1	1-774	10	0
group_153		hypothetical protein	97	1.00	765	0	0	765	1	0	0		0	0	765	1	0	0		10	0
group_155		hypothetical protein	97	1.00	750	0	0	750	1	0	0		0	0	750	1	0	0		10	0
group_156		hypothetical protein	97	1.00	747	0	0	747	1	0	0		747	1	747	1	747	1	1-747	8	0
group_157		hypothetical protein	97	1.00	744	0	0	744	1	0	0		744	1	744	1	744	1	1-744	7	0
group_158		hypothetical protein	97	1.00	735	0	0	735	1	0	0		735	1	735	1	735	1	1-735	10	0
group_16		hypothetical protein	97	1.00	1827	0	0	1827	1	0	0		1827	1	1827	1	1827	1	1-1827	2	0
group_161		hypothetical protein	97	1.00	729	0	0	729	1	0	0		729	1	729	1	729	1	1-729	10	0
group_162		hypothetical protein	97	1.00	720	0	0	720	1	0	0		720	1	720	1	720	1	1-720	10	0
group_163		hypothetical protein	97	1.00	717	0	0	717	1	0	0		717	1	717	1	717	1	1-717	10	0
group_164		hypothetical protein	97	1.00	717	0	0	717	1	0	0		0	0	717	1	0	0		10	0
group_165		hypothetical protein	97	1.00	699	0	0	699	1	0	0		699	1	699	1	699	1	1-699	10	0
group_166		queuosine precursor transporter	97	1.00	687	0	0	687	1	0	0		687	1	687	1	687	1	1-687	8	0
group_168		hypothetical protein	97	1.00	678	0	0	678	1	0	0		678	1	678	1	678	1	1-678	9	0
group_170		hypothetical protein	97	1.00	672	0	0	672	1	0	0		672	1	672	1	672	1	1-672	10	0
group_171		hypothetical protein	97	1.00	666	0	0	666	1	0	0		0	0	666	1	0	0		10	0
group_172		hypothetical protein	97	1.00	660	0	0	660	1	0	0		660	1	660	1	660	1	1-660	4	0
group_173		hypothetical protein	97	1.00	660	0	0	660	1	0	0		660	1	660	1	660	1	1-660	10	0
group_179		dITP/XTP pyrophosphatase	97	1.00	630	0	0	429	1	0	0		630	1	630	1	630	1	1-630	10	1
group_182		hypothetical protein	97	1.00	585	0	0	585	1	0	0		585	1	585	1	585	1	1-585	10	0
group_183		hypothetical protein	97	1.00	585	0	0	585	1	0	0		585	1	585	1	585	1	1-585	10	0
group_186		hypothetical protein	97	1.00	579	0	0	579	1	0	0		579	1	579	1	579	1	1-579	2	0
group_188		hypothetical protein	97	1.00	567	0	0	567	1	0	0		567	1	567	1	567	1	1-567	10	0
group_19		hypothetical protein	97	1.00	897	0	0	897	1	0	0		897	1	897	1	897	1	1-897	2	0
group_190		Early upstream open reading frame	97	1.00	552	0	0	552	1	0	0		552	1	552	1	552	1	1-552	10	0
group_191		Protein/CP_1068/CPj0803/CpB0832	97	1.00	552	0	0	552	1	0	0		0	0	552	1	0	0		10	0
group_192		hypothetical protein	97	1.00	537	0	0	537	1	0	0		537	1	537	1	537	1	1-537	3	0
group_193		hypothetical protein	97	1.00	528	0	0	528	1	0	0		528	1	528	1	528	1	1-528	8	0
group_194		hypothetical protein	97	1.00	525	0	0	525	1	0	0		525	1	525	1	525	1	1-525	2	0
group_195		hypothetical protein	97	1.00	525	0	0	525	1	0	0		525	1	525	1	525	1	1-525	2	0
group_196		hypothetical protein	97	1.00	522	0	0	522	1	0	0		522	1	522	1	522	1	1-522	10	0
group_197		hypothetical protein	97	1.00	522	0	0	522	1	0	0		522	1	522	1	522	1	1-522	9	0
group_198		hypothetical protein	97	1.00	519	0	0	519	1	0	0		519	1	519	1	519	1	1-519	9	0
group_199		hypothetical protein	97	1.00	513	0	0	513	1	0	0		513	1	513	1	513	1	1-513	9	0
group_200		hypothetical protein	97	1.00	507	0	0	507	1	0	0		0	0	507	1	0	0		10	0
group_202		hypothetical protein	97	1.00	504	0	0	504	1	0	0		0	0	504	1	0	0		10	0
group_203		hypothetical protein	97	1.00	504	0	0	504	1	0	0		504	1	504	1	504	1	1-504	10	0
group_204		hypothetical protein	97	1.00	501	0	0	501	1	0	0		501	1	501	1	501	1	1-501	9	0
group_205		hypothetical protein	97	1.00	495	0	0	495	1	0	0		495	1	495	1	495	1	1-495	10	0
group_206		hypothetical protein	97	1.00	495	0	0	495	1	0	0		1	0	495	1	1	0	495-495	10	0
group_209		hypothetical protein	97	1.00	489	0	0	489	1	0	0		489	1	489	1	489	1	1-489	8	0
group_21		hypothetical protein	97	1.00	3012	0	0	2491	1	0	0		3012	1	3012	1	3012	1	1-3012	10	13
group_210		hypothetical protein	97	1.00	483	0	0	483	1	0	0		483	1	483	1	483	1	1-483	7	0
group_212		hypothetical protein	97	1.00	480	0	0	480	1	0	0		480	1	480	1	480	1	1-480	10	0
group_213		hypothetical protein	97	1.00	480	0	0	480	1	0	0		480	1	480	1	480	1	1-480	3	0
group_214		hypothetical protein	97	1.00	480	0	0	480	1	0	0		0	0	480	1	0	0		10	0
group_215		hypothetical protein	97	1.00	477	0	0	477	1	0	0		0	0	477	1	0	0		10	0
group_217		hypothetical protein	97	1.00	474	0	0	474	1	0	0		474	1	474	1	474	1	1-474	5	0
group_219		hypothetical protein	97	1.00	462	0	0	462	1	0	0		462	1	462	1	462	1	1-462	3	0
group_220		hypothetical protein	97	1.00	453	0	0	453	1	0	0		453	1	453	1	453	1	1-453	10	0
group_221		hypothetical protein	97	1.00	453	0	0	453	1	0	0		0	0	453	1	0	0		10	0
group_222		hypothetical protein	97	1.00	450	0	0	450	1	0	0		450	1	450	1	450	1	1-450	10	0
group_223		hypothetical protein	97	1.00	447	0	0	447	1	0	0		0	0	447	1	0	0		10	0
group_226		hypothetical protein	97	1.00	444	0	0	444	1	0	0		444	1	444	1	444	1	1-444	9	0
group_227		hypothetical protein	97	1.00	441	0	0	441	1	0	0		441	1	441	1	441	1	1-441	10	0
group_228		hypothetical protein	97	1.00	435	0	0	435	1	0	0		0	0	435	1	0	0		10	0
group_23		hypothetical protein	97	1.00	2925	0	0	2925	1	0	0		2925	1	2925	1	2925	1	1-2925	10	0
group_230		hypothetical protein	97	1.00	429	0	0	429	1	0	0		429	1	429	1	429	1	1-429	2	0
group_232		hypothetical protein	97	1.00	420	0	0	420	1	0	0		20	0	420	1	20	0	401-420	10	0
group_233		hypothetical protein	97	1.00	420	0	0	420	1	0	0		420	1	420	1	420	1	1-420	6	0
group_236		hypothetical protein	97	1.00	408	0	0	408	1	0	0		408	1	408	1	408	1	1-408	7	0
group_237		hypothetical protein	97	1.00	402	0	0	402	1	0	0		0	0	402	1	0	0		9	0
group_239		hypothetical protein	97	1.00	393	0	0	393	1	0	0		393	1	393	1	393	1	1-393	7	0
group_24		hypothetical protein	97	1.00	1380	0	0	1380	1	0	0		1380	1	1380	1	1380	1	1-1380	9	0
group_241		hypothetical protein	97	1.00	369	0	0	369	1	0	0		369	1	369	1	369	1	1-369	7	0
group_243		hypothetical protein	97	1.00	366	0	0	366	1	0	0		366	1	366	1	366	1	1-366	2	0
group_244		hypothetical protein	97	1.00	360	0	0	360	1	0	0		360	1	360	1	360	1	1-360	7	0
group_245		hypothetical protein	97	1.00	351	0	0	351	1	0	0		0	0	351	1	0	0		7	0
group_248		hypothetical protein	97	1.00	345	0	0	345	1	0	0		345	1	345	1	345	1	1-345	2	0
group_249		hypothetical protein	97	1.00	345	0	0	345	1	0	0		0	0	345	1	0	0		10	0
group_250		hypothetical protein	97	1.00	339	0	0	339	1	0	0		339	1	339	1	339	1	1-339	2	0
group_251		Purine nucleoside phosphoramidase	97	1.00	336	0	0	336	1	0	0		0	0	336	1	0	0		10	0
group_254		hypothetical protein	97	1.00	330	0	0	330	1	0	0		330	1	330	1	330	1	1-330	9	0
group_255		hypothetical protein	97	1.00	330	0	0	330	1	0	0		0	0	330	1	0	0		9	0
group_257		hypothetical protein	97	1.00	309	0	0	309	1	0	0		0	0	309	1	0	0		8	0
group_258		hypothetical protein	97	1.00	303	0	0	303	1	0	0		0	0	303	1	0	0		10	0
group_26		hypothetical protein	97	1.01	1683	0	0	1683	1	0	0		1683	1	1683	1	1683	1	1-1683	10	0
group_260		hypothetical protein	97	1.00	297	0	0	297	1	0	0		0	0	297	1	0	0		10	0
group_262		hypothetical protein	97	1.00	288	0	0	288	1	0	0		0	0	288	1	0	0		7	0
group_263		hypothetical protein	97	1.00	285	0	0	285	1	0	0		0	0	285	1	0	0		10	0
group_264		hypothetical protein	97	1.00	279	0	0	279	1	0	0		279	1	279	1	279	1	1-279	2	0
group_265		hypothetical protein	97	1.00	255	0	0	255	1	0	0		0	0	255	1	0	0		5	0
group_267		hypothetical protein	97	1.00	252	0	0	252	1	0	0		252	1	252	1	252	1	1-252	2	0
group_268		putative protein CT_666	97	1.00	252	0	0	252	1	0	0		0	0	252	1	0	0		10	0
group_270		hypothetical protein	97	1.00	237	0	0	237	1	0	0		0	0	237	1	0	0		10	0
group_271		hypothetical protein	97	1.00	228	0	0	228	1	0	0		228	1	228	1	228	1	1-228	2	0
group_272		hypothetical protein	97	1.00	225	0	0	225	1	0	0		225	1	225	1	225	1	1-225	2	0
group_273		hypothetical protein	97	1.00	219	0	0	219	1	0	0		0	0	219	1	0	0		9	0
group_274		hypothetical protein	97	1.00	204	0	0	204	1	0	0		204	1	204	1	204	1	1-204	2	0
group_275		hypothetical protein	97	1.00	189	0	0	189	1	0	0		0	0	189	1	0	0		8	0
group_278		hypothetical protein	97	1.00	180	0	0	180	1	0	0		6	0	180	1	6	0	175-180	8	0
group_279		hypothetical protein	97	1.00	177	0	0	177	1	0	0		0	0	177	1	0	0		10	0
group_28		hypothetical protein	97	1.01	1164	0	0	1164	1	0	0		1002	1	1164	1	1002	1	163-1164	10	0
group_281		hypothetical protein	97	1.00	162	0	0	162	1	0	0		1	0	162	1	1	0	162-162	10	0
group_282		hypothetical protein	97	1.00	162	0	0	162	1	0	0		162	1	162	1	162	1	1-162	2	0
group_283		hypothetical protein	97	1.00	138	0	0	138	0	0	0		0	0	138	0	0	0		10	0
group_285		putative transcriptional regulatory protein/MSMEI_2866;putative transcriptional regulatory protein	97	1.00	717	0	0	368	1	0	0		717	1	674	1	674	1	44-717	10	2
group_288		hypothetical protein	97	1.00	888	0	0	888	1	0	0		888	1	888	1	888	1	1-888	10	0
group_289		hypothetical protein	97	1.00	252	0	0	252	1	0	0		0	0	252	1	0	0		10	0
group_290		hypothetical protein	97	1.00	690	0	0	690	1	0	0		690	1	690	1	690	1	1-690	3	0
group_294		hypothetical protein	97	1.00	861	0	0	861	1	0	0		861	1	861	1	861	1	1-861	10	0
group_296		hypothetical protein	97	1.00	273	0	0	273	1	0	0		273	1	273	1	273	1	1-273	2	0
group_298		hypothetical protein	97	1.00	801	0	0	801	1	0	0		0	0	801	1	0	0		10	0
group_3		hypothetical protein	97	1.00	867	0	0	867	1	0	0		867	1	867	1	867	1	1-867	2	0
group_301		hypothetical protein	97	1.00	255	0	0	255	1	0	0		0	0	255	1	0	0		10	0
group_304		hypothetical protein	97	1.00	948	0	0	948	1	0	0		948	1	948	1	948	1	1-948	6	0
group_306		hypothetical protein	97	1.00	1521	0	0	1521	1	0	0		1521	1	1521	1	1521	1	1-1521	8	0
group_310		hypothetical protein	97	1.00	1257	0	0	1257	1	0	0		1257	1	1257	1	1257	1	1-1257	10	0
group_311		hypothetical protein	97	1.00	351	0	0	351	1	0	0		1	0	351	1	1	0	351-351	10	0
group_312		hypothetical protein	97	1.00	1728	0	0	1728	1	0	0		1728	1	1728	1	1728	1	1-1728	5	0
group_316		hypothetical protein	97	1.00	570	0	0	570	1	0	0		570	1	570	1	570	1	1-570	10	0
group_317		hypothetical protein	97	1.00	738	0	0	738	1	0	0		738	1	738	1	738	1	1-738	8	0
group_321		hypothetical protein	97	1.00	1188	0	0	1188	1	0	0		1188	1	1188	1	1188	1	1-1188	9	0
group_322		hypothetical protein	97	1.01	1011	0	0	1011	1	0	0		1011	1	1011	1	1011	1	1-1011	10	0
group_328		hypothetical protein	97	1.00	1647	0	0	1647	1	0	0		1647	1	1647	1	1647	1	1-1647	2	0
group_329		hypothetical protein	97	1.00	846	0	0	846	1	0	0		0	0	846	1	0	0		8	0
group_331		hypothetical protein	97	1.00	357	0	0	357	1	0	0		357	1	357	1	357	1	1-357	2	0
group_332		hypothetical protein	97	1.00	261	0	0	261	1	0	0		0	0	261	1	0	0		10	0
group_334		hypothetical protein	97	1.00	627	0	0	627	1	0	0		627	1	627	1	627	1	1-627	2	0
group_339		hypothetical protein	97	1.00	519	0	0	519	1	0	0		519	1	519	1	519	1	1-519	10	0
group_340		hypothetical protein	97	1.00	801	0	0	801	1	0	0		801	1	801	1	801	1	1-801	10	0
group_341		hypothetical protein	97	1.02	465	0	0	465	1	0	0		465	1	465	1	465	1	1-465	6	0
group_342		hypothetical protein	97	1.02	984	0	0	984	1	0	0		984	1	984	1	984	1	1-984	10	0
group_343		hypothetical protein	97	1.00	711	0	0	711	1	0	0		711	1	711	1	711	1	1-711	9	0
group_346		hypothetical protein	97	1.00	897	0	0	897	1	0	0		897	1	897	1	897	1	1-897	10	0
group_347		hypothetical protein	97	1.00	336	0	0	336	1	0	0		0	0	336	1	0	0		10	0
group_350		hypothetical protein	97	1.00	162	0	0	162	1	0	0		0	0	162	1	0	0		10	0
group_352		hypothetical protein	97	1.00	1314	0	0	1314	1	0	0		1314	1	1314	1	1314	1	1-1314	10	0
group_355		hypothetical protein	97	1.00	522	0	0	522	1	0	0		281	2	522	1	281	2	1-281	4	0
group_356		hypothetical protein	97	1.01	2103	0	0	2103	1	0	0		2103	1	2103	1	2103	1	1-2103	10	0
group_357		hypothetical protein	97	1.00	273	0	0	273	1	0	0		273	1	273	1	273	1	1-273	6	0
group_359		hypothetical protein	97	1.00	297	0	0	297	1	0	0		0	0	297	1	0	0		10	0
group_360		hypothetical protein	97	1.00	843	0	0	843	1	0	0		843	1	843	1	843	1	1-843	2	0
group_361		hypothetical protein	97	1.01	1281	0	0	1281	1	0	0		1281	1	1281	1	1281	1	1-1281	10	0
group_364		hypothetical protein	97	1.00	705	0	0	705	1	0	0		705	1	705	1	705	1	1-705	9	0
group_44		hypothetical protein	97	1.00	2490	0	0	2490	1	0	0		1756	2	2490	1	1756	2	735-2490	10	0
group_47		hypothetical protein	97	1.00	2304	0	0	2304	1	0	0		2304	1	2304	1	2304	1	1-2304	10	0
group_48		hypothetical protein	97	1.00	2091	0	0	2091	1	0	0		2091	1	2091	1	2091	1	1-2091	10	0
group_49		hypothetical protein	97	1.00	2076	0	0	2076	1	0	0		2076	1	2076	1	2076	1	1-2076	10	0
group_5		hypothetical protein	97	1.00	771	0	0	771	1	0	0		771	1	771	1	771	1	1-771	9	0
group_51		hypothetical protein	97	1.00	1977	0	0	1977	1	0	0		1907	1	1977	1	1907	1	71-1977	10	0
group_54		hypothetical protein	97	1.00	1950	0	0	1950	1	0	0		1950	1	1950	1	1950	1	1-1950	10	0
group_55		hypothetical protein	97	1.00	1872	0	0	1872	1	0	0		1872	1	1872	1	1872	1	1-1872	10	0
group_56		hypothetical protein	97	1.00	1866	0	0	1866	1	0	0		1866	1	1866	1	1866	1	1-1866	10	0
group_57		hypothetical protein	97	1.00	1860	0	0	1860	1	0	0		1860	1	1860	1	1860	1	1-1860	10	0
group_58		hypothetical protein	97	1.00	1809	0	0	1809	1	0	0		1809	1	1809	1	1809	1	1-1809	10	0
group_59		Protein CT_858	97	1.00	1806	0	0	1806	1	0	0		1806	1	1806	1	1806	1	1-1806	10	0
group_6		hypothetical protein	97	1.00	3417	0	0	3417	1	0	0		3417	1	3417	1	3417	1	1-3417	10	0
group_61		4-hydroxybenzoate decarboxylase subunit C	97	1.00	1740	0	0	1740	1	0	0		1740	1	1740	1	1740	1	1-1740	10	0
group_62		hypothetical protein	97	1.00	1737	0	0	1737	1	0	0		1737	1	1737	1	1737	1	1-1737	10	0
group_63		hypothetical protein	97	1.00	1701	0	0	1701	1	0	0		1701	1	1701	1	1701	1	1-1701	10	0
group_64		hypothetical protein	97	1.00	1689	0	0	1689	1	0	0		1689	1	1689	1	1689	1	1-1689	10	0
group_65		hypothetical protein	97	1.00	1620	0	0	1620	1	0	0		1620	1	1620	1	1620	1	1-1620	6	0
group_66		hypothetical protein	97	1.00	1512	0	0	1512	1	0	0		1512	1	1512	1	1512	1	1-1512	10	0
group_68		hypothetical protein	97	1.00	1491	0	0	699	3	0	0		1491	1	1491	1	1491	1	1-1491	10	9
group_71		hypothetical protein	97	1.00	1479	0	0	1479	1	0	0		1479	1	1479	1	1479	1	1-1479	10	0
group_74		hypothetical protein	97	1.00	1464	0	0	1464	1	0	0		1464	1	1464	1	1464	1	1-1464	10	0
group_75		hypothetical protein	97	1.00	1449	0	0	1449	1	0	0		1449	1	1449	1	1449	1	1-1449	10	0
group_76		Cardiolipin synthase	97	1.00	1425	0	0	1425	1	0	0		1425	1	1425	1	1425	1	1-1425	10	0
group_77		hypothetical protein	97	1.00	1401	0	0	883	1	0	0		1401	1	1401	1	1401	1	1-1401	10	9
group_78		putative uridylyltransferase	97	1.00	1368	0	0	1368	1	0	0		1368	1	1368	1	1368	1	1-1368	10	0
group_82		hypothetical protein	97	1.00	1347	0	0	1347	1	0	0		1347	1	1347	1	1347	1	1-1347	10	0
group_83		hypothetical protein	97	1.00	1326	0	0	1326	1	0	0		1326	1	1326	1	1326	1	1-1326	10	0
group_84		hypothetical protein	97	1.00	1323	0	0	1323	1	0	0		1323	1	1323	1	1323	1	1-1323	10	0
group_85		hypothetical protein	97	1.00	1320	0	0	1320	1	0	0		1320	1	1320	1	1320	1	1-1320	10	0
group_86		hypothetical protein	97	1.00	1305	0	0	1305	1	0	0		1305	1	1305	1	1305	1	1-1305	10	0
group_87		hypothetical protein	97	1.00	1302	0	0	1302	1	0	0		1302	1	1302	1	1302	1	1-1302	10	0
group_89		hypothetical protein	97	1.00	1278	0	0	1278	1	0	0		1278	1	1278	1	1278	1	1-1278	10	0
group_9		hypothetical protein	97	1.00	3144	0	0	3144	1	0	0		3144	1	3144	1	3144	1	1-3144	10	0
group_90		hypothetical protein	97	1.00	1275	0	0	1275	1	0	0		1275	1	1275	1	1275	1	1-1275	10	0
group_91		hypothetical protein	97	1.00	1245	0	0	1245	1	0	0		1245	1	1245	1	1245	1	1-1245	10	0
group_94		hypothetical protein	97	1.00	1230	0	0	1230	1	0	0		1230	1	1230	1	1230	1	1-1230	10	0
group_95		hypothetical protein	97	1.00	1224	0	0	1224	1	0	0		1224	1	1224	1	1224	1	1-1224	10	0
group_96		hypothetical protein	97	1.00	1218	0	0	1218	1	0	0		1218	1	1218	1	1218	1	1-1218	8	0
group_98		hypothetical protein	97	1.00	1215	0	0	1215	1	0	0		1215	1	1215	1	1215	1	1-1215	10	0
grpE	grpE	Protein GrpE	97	1.00	573	0	0	573	1	0	0		0	0	573	1	0	0		10	0
gspD2~~~sctC_2	gspD2;;sctC_2	Secretin GspD 2;hypothetical protein;Type 3 secretion system secretin	97	1.01	2766	0	0	2766	1	0	0		2766	1	2766	1	2766	1	1-2766	10	0
gspF	gspF	Putative type II secretion system protein F	97	1.00	1176	0	0	1176	1	0	0		1176	1	1176	1	1176	1	1-1176	9	0
gyrB_1	gyrB_1	Type 2 topoisomerase subunit B	97	1.00	2415	0	0	545	2	0	0		2415	1	2202	2	2202	2	1-2202	10	23
gyrB_2	gyrB_2	DNA gyrase subunit B	97	1.00	1818	0	0	1386	2	0	0		1818	1	1818	1	1818	1	1-1818	10	1
hctA	hctA	Histone H1-like protein Hc1	97	1.00	378	0	0	378	1	0	0		378	1	378	1	378	1	1-378	10	0
hctB_1~~~hctB~~~hctB_2	hctB_1;hctB;hctB_2	Histone H1-like protein HC2;Histone-like protein HC2	97	1.02	714	0	0	714	1	0	0		0	0	714	1	0	0		8	0
hemB	hemB	Delta-aminolevulinic acid dehydratase	97	1.00	1017	0	0	570	2	0	0		1017	1	1017	1	1017	1	1-1017	10	1
hemE	hemE	Uroporphyrinogen decarboxylase	97	1.00	1005	0	0	1005	1	0	0		1005	1	1005	1	1005	1	1-1005	9	0
hemL	hemL	Glutamate-1-semialdehyde 21-aminomutase	97	1.00	1269	0	0	743	2	0	0		1143	1	1269	1	1143	1	1-1143	10	2
hemN	hemN	Oxygen-independent coproporphyrinogen III oxidase	97	1.00	1374	0	0	1374	1	0	0		1374	1	1374	1	1374	1	1-1374	10	0
hemW	hemW	Heme chaperone HemW	97	1.00	1137	0	0	1137	1	0	0		1137	1	1137	1	1137	1	1-1137	10	0
hemY	hemY	Protoporphyrinogen oxidase	97	1.00	1275	0	0	1275	1	0	0		1275	1	1275	1	1275	1	1-1275	9	0
hisS	hisS	Histidine--tRNA ligase	97	1.00	1287	0	0	626	2	0	0		1287	1	1287	1	1287	1	1-1287	10	1
hrcA	hrcA	Heat-inducible transcription repressor HrcA	97	1.00	1218	0	0	1218	1	0	0		1218	1	1218	1	1218	1	1-1218	10	0
hupA	hupA	DNA-binding protein HU 1	97	1.00	303	0	0	303	1	0	0		0	0	303	1	0	0		10	0
hxcR	hxcR	putative type II secretion system protein HxcR	97	1.00	1506	0	0	1506	1	0	0		1506	1	1506	1	1506	1	1-1506	10	0
infA	infA	Translation initiation factor IF-1	97	1.00	222	0	0	222	1	0	0		1	0	222	1	1	0	222-222	10	0
infB	infB	Translation initiation factor IF-2	97	1.00	2691	0	0	1207	3	0	0		2555	1	2088	2	1952	2	137-2088	10	13
infC	infC	Translation initiation factor IF-3	97	1.00	561	0	0	561	1	0	0		0	0	561	1	0	0		10	0
iscS	iscS	Cysteine desulfurase IscS	97	1.00	1155	0	0	1155	1	0	0		1155	1	1155	1	1155	1	1-1155	9	0
ispG	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)	97	1.00	1809	0	0	1602	1	0	0		1809	1	1809	1	1809	1	1-1809	10	1
ispH2	ispH2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2	97	1.00	924	0	0	612	1	0	0		924	1	924	1	924	1	1-924	10	3
kdsA	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	97	1.00	810	0	0	810	1	0	0		810	1	810	1	810	1	1-810	10	0
kgd	kgd	Multifunctional 2-oxoglutarate metabolism enzyme	97	1.00	2718	0	0	1885	2	0	0		2718	1	2718	1	2718	1	1-2718	10	4
ldh	ldh	Leucine dehydrogenase	97	1.00	1041	0	0	1041	1	0	0		1041	1	1041	1	1041	1	1-1041	10	0
lepA	lepA	Elongation factor 4	97	1.00	1809	0	0	402	2	0	0		1	0	1809	1	1	0	1809-1809	10	22
